,Month,Days,DayOfWeek,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
534,6,4,5,1,3,61,3,100,164.1,143.65
535,7,29,4,3,2,24,0,100,144.11,70.0
536,6,8,2,1,3,0,1,100,92.36,119.0
537,1,27,3,5,2,4,0,99,87.29,70.0
538,9,16,4,1,3,0,1,100,122.23,154.0
539,12,16,4,2,3,94,3,100,149.38,134.1
540,7,4,0,7,5,0,1,64,101.11,129.0
541,11,18,4,1,6,104,1,99,129.02,169.0
542,12,11,6,1,5,41,0,63,80.07,94.5
543,10,28,4,1,6,24,0,95,168.05,70.0
544,2,7,0,1,2,64,1,94,82.99,94.05
545,4,19,0,1,5,103,1,96,76.8,85.0
546,12,4,6,1,3,64,1,95,105.3,137.18
547,10,9,6,1,3,64,3,100,79.53,108.3
548,9,10,4,2,2,1,1,100,114.73,110.0
549,9,23,4,1,3,24,0,100,147.46,70.0
550,4,30,5,1,3,58,1,100,156.41,239.0
551,11,11,4,1,2,64,1,100,137.21,141.55
552,4,20,2,1,6,64,1,100,82.77,98.8
553,4,23,5,3,5,70,1,100,136.41,220.15
554,9,20,1,2,3,4,0,99,82.56,70.0
555,5,6,4,2,2,55,1,100,135.53,156.27
556,9,23,4,1,3,0,3,100,147.46,209.0
557,3,30,1,1,5,103,1,98,75.69,85.0
558,1,18,0,1,3,24,0,68,73.09,70.0
559,6,27,0,1,7,61,0,95,84.45,101.15
560,7,14,3,1,2,24,0,100,107.72,70.0
561,7,9,5,1,3,45,1,100,157.86,113.05
562,1,31,0,5,5,103,1,100,78.06,85.0
563,6,23,3,1,3,1,1,100,105.87,134.0
564,8,12,4,1,5,0,1,99,109.71,159.0
565,3,13,6,1,3,9,0,90,87.62,91.77
566,3,7,0,1,2,5,0,84,79.07,65.0
567,11,10,3,1,7,0,0,96,90.7,109.0
568,7,17,6,1,6,0,3,95,98.81,125.0
569,8,14,6,1,2,20,0,100,83.17,61.75
570,12,11,5,2,3,1,1,100,123.58,115.0
571,7,6,2,1,2,16,1,100,109.12,116.1
572,11,21,0,1,2,4,0,100,86.91,70.0
573,6,26,6,5,2,3,0,94,82.9,70.0
574,8,27,5,1,3,104,1,100,117.33,144.0
575,3,1,0,1,3,1,1,99,92.14,100.0
576,4,30,5,1,6,25,0,100,156.41,70.0
577,1,16,6,1,2,0,0,99,83.51,99.0
578,9,16,4,2,1,0,0,100,122.23,159.0
579,7,31,6,1,0,0,1,90,81.33,129.0
580,7,28,3,8,3,5,0,100,93.61,65.0
581,6,6,0,2,6,1,1,100,86.44,0.0
582,9,25,6,5,3,1,0,95,81.05,70.0
583,11,11,4,2,2,58,3,100,137.21,149.0
584,5,12,3,1,3,20,1,100,84.13,70.85
585,11,8,0,1,3,1,1,93,73.17,105.0
586,11,11,4,1,3,0,1,100,137.21,159.0
587,9,10,5,1,3,64,1,100,103.01,110.58
588,8,27,5,1,3,21,1,100,117.33,90.35
589,1,5,2,1,2,0,1,82,73.67,90.0
590,12,4,6,2,5,64,3,95,105.3,118.28
591,9,26,0,1,2,5,0,100,83.7,65.0
592,7,19,1,1,3,18,0,100,85.13,74.25
593,1,26,2,1,6,78,1,96,75.92,68.48
594,6,25,5,1,2,24,0,100,127.55,70.0
595,11,4,3,1,2,25,1,91,80.18,70.0
596,9,26,0,1,6,0,0,100,83.7,119.0
597,12,1,3,1,1,1,1,100,104.94,110.0
598,8,8,0,4,2,68,1,94,80.51,40.0
599,9,10,5,1,2,58,1,100,103.01,114.0
600,4,17,6,1,3,20,0,82,80.24,76.31
601,6,1,2,1,3,28,1,92,91.31,78.0
602,12,29,3,1,2,0,4,91,79.54,95.0
603,5,27,4,2,5,41,1,100,115.71,143.1
604,9,6,1,3,2,3,0,100,32.56,70.0
605,10,13,3,2,2,0,1,100,84.35,114.0
606,7,24,6,5,3,15,0,97,89.21,0.0
607,1,8,5,1,2,0,1,100,108.21,109.0
608,3,1,1,5,6,15,0,97,81.35,84.6
609,1,1,5,1,2,0,1,79,92.58,89.0
610,10,30,6,1,2,64,1,66,78.72,85.5
611,8,25,3,1,0,5,0,99,81.73,65.0
612,8,10,2,1,2,78,1,100,79.82,81.75
613,7,3,6,1,3,28,1,94,90.1,70.5
614,3,25,3,1,3,1,1,100,83.34,85.0
615,2,14,0,1,3,0,0,91,83.93,99.0
616,7,18,6,5,7,1,1,88,81.84,89.0
617,1,26,2,1,3,64,0,96,75.92,80.75
618,3,17,3,1,6,106,1,100,86.91,107.96
619,10,13,3,1,2,9,1,100,84.35,75.6
620,4,27,1,1,5,103,0,92,76.73,85.0
621,10,6,3,1,2,68,1,100,84.63,40.0
622,4,12,1,1,3,56,1,93,83.93,67.28
623,5,21,5,1,2,64,1,100,131.73,134.83
624,2,24,3,1,3,49,1,100,98.85,96.8
625,3,29,0,1,0,5,0,96,73.65,65.0
626,4,9,5,1,5,78,0,100,125.3,123.0
627,3,11,4,1,3,25,0,100,165.51,70.0
628,6,28,0,1,3,5,0,96,77.23,65.0
629,1,17,0,1,7,20,1,94,77.55,52.0
630,8,26,4,3,6,1,1,100,111.28,129.0
631,3,20,6,5,5,3,0,91,83.91,70.0
632,11,12,4,2,3,1,1,100,111.39,129.0
633,5,6,4,1,3,15,0,100,135.53,65.0
634,6,8,2,1,3,64,1,100,92.36,113.05
635,11,18,4,1,3,1,1,99,129.02,0.0
636,1,19,2,5,5,24,0,96,77.41,70.0
637,10,21,4,1,3,1,1,100,115.9,129.0
638,3,6,6,5,3,25,0,83,80.13,70.0
639,4,15,4,1,3,24,0,100,105.14,70.0
640,2,23,2,1,2,24,0,100,96.56,70.0
641,6,30,3,4,3,58,1,100,91.59,112.8
642,1,23,6,1,2,72,1,78,76.06,74.8
643,2,6,6,1,3,1,1,100,104.88,129.0
644,1,16,6,1,7,64,3,99,83.51,108.44
645,9,15,3,1,6,21,1,100,87.29,64.35
646,4,1,4,2,2,50,1,100,126.56,152.1
647,1,23,6,1,2,0,0,78,76.06,85.0
648,5,16,0,3,3,0,1,99,81.26,109.0
649,9,28,1,2,2,5,4,100,82.48,65.0
650,12,3,5,1,5,64,1,99,133.03,184.3
651,10,23,6,1,6,45,1,90,86.64,117.8
652,1,7,3,7,3,25,0,69,74.95,70.0
653,4,28,3,1,3,24,0,100,98.14,70.0
654,11,28,0,1,3,1,0,65,82.16,70.0
655,6,23,3,1,2,3,0,100,105.87,70.0
656,4,3,6,1,3,0,1,68,75.22,80.0
657,12,26,0,1,7,64,1,99,82.32,121.37
658,6,17,4,1,3,1,1,100,152.05,134.0
659,3,4,4,2,3,1,1,100,136.06,120.0
660,6,2,3,2,5,103,3,99,103.86,85.0
661,6,28,1,1,1,0,1,96,83.29,105.15
662,1,3,0,2,3,18,1,93,73.59,66.75
663,2,21,0,1,3,104,3,100,104.04,109.65
664,9,27,0,3,2,24,0,97,78.24,70.0
665,4,7,3,4,3,24,0,100,88.39,70.0
666,2,18,4,1,2,24,0,100,126.25,70.0
667,6,16,3,1,3,0,4,100,93.95,119.0
668,5,4,2,1,2,78,1,100,87.28,85.5
669,1,14,3,3,3,1,1,100,85.45,105.0
670,12,10,4,1,2,1,1,97,99.27,99.0
671,10,27,3,1,3,52,1,96,90.77,120.6
672,4,25,6,1,5,103,0,90,85.87,85.0
673,9,19,0,4,6,48,1,85,82.95,107.4
674,2,15,1,5,3,1,1,97,95.44,130.0
675,10,21,4,1,2,24,0,100,115.9,70.0
676,7,21,3,1,3,0,1,100,94.72,129.0
677,10,22,5,2,1,82,1,100,136.45,116.95
678,3,19,5,1,3,24,0,100,142.26,70.0
679,8,14,5,1,3,1,1,98,111.62,115.0
680,8,21,6,1,7,41,0,72,82.68,89.1
681,4,13,1,1,2,5,4,82,76.78,65.0
682,5,26,3,1,3,5,0,100,94.61,65.0
683,10,19,2,1,6,49,1,100,81.86,90.97
684,6,2,3,7,2,24,0,99,103.86,70.0
685,6,25,5,1,4,58,0,100,127.55,124.0
686,9,2,4,10,3,0,1,100,127.68,149.0
687,7,19,1,5,2,52,1,100,85.13,116.1
688,3,8,1,1,0,0,1,100,94.95,95.0
689,3,25,4,2,5,15,0,100,149.51,65.0
690,6,23,3,1,3,1,1,100,105.87,134.0
691,4,7,3,7,0,24,0,100,88.39,70.0
692,12,12,0,1,3,107,1,85,84.8,72.0
693,8,6,5,4,3,50,1,100,117.92,117.63
694,7,30,5,1,2,0,0,100,150.52,199.0
695,5,28,5,1,3,58,3,100,121.25,149.0
696,4,7,3,1,3,24,0,100,88.39,70.0
697,6,16,3,1,3,72,1,100,93.95,104.72
698,10,13,3,1,7,24,0,100,84.35,70.0
699,4,4,0,1,2,0,1,99,81.87,114.0
700,11,17,3,1,2,0,1,90,85.09,100.0
701,10,13,2,1,2,24,0,84,79.52,70.0
702,12,27,0,2,3,103,3,99,85.63,85.0
703,8,13,5,1,6,0,1,100,112.73,140.0
704,9,22,3,1,7,0,1,99,96.31,119.0
705,7,5,1,1,3,5,1,93,93.76,65.0
706,7,18,0,4,3,3,1,100,85.2,70.0
707,5,9,0,1,0,0,4,89,80.74,95.0
708,9,9,4,1,3,106,1,100,99.83,102.6
709,8,3,2,1,2,106,1,95,95.08,107.24
710,2,15,1,5,7,1,1,97,95.44,145.0
711,3,14,0,1,3,106,1,85,77.05,99.63
712,9,20,0,1,2,5,0,97,77.94,65.0
713,8,4,3,3,5,106,1,100,94.15,120.56
714,1,1,5,1,2,0,0,79,92.58,99.0
715,1,6,3,1,3,58,3,84,76.19,89.0
716,6,3,4,2,2,106,1,100,153.43,179.1
717,6,17,4,1,3,58,0,100,152.05,189.0
718,3,22,0,4,2,5,0,83,73.83,65.0
719,3,18,4,1,4,25,0,98,141.58,70.0
720,9,12,0,4,3,25,0,100,85.45,70.0
721,2,15,0,4,5,3,0,93,69.71,70.0
722,11,4,4,1,3,102,0,93,115.84,118.15
723,1,3,0,1,2,9,1,93,73.59,75.6
724,9,2,4,2,2,21,1,100,127.68,90.35
725,4,22,4,1,7,9,1,100,145.64,172.14
726,3,2,2,1,3,5,0,99,84.76,65.0
727,4,25,0,1,3,56,1,86,84.11,79.38
728,7,10,6,5,2,0,0,97,102.02,175.0
729,6,29,2,1,3,64,0,100,88.57,100.99
730,9,26,6,5,3,14,0,94,84.26,70.0
731,2,22,1,1,6,24,0,100,99.05,70.0
732,12,16,4,2,2,68,1,100,149.38,40.0
733,5,5,3,1,6,55,1,99,89.27,110.3
734,10,14,4,2,2,58,1,100,132.17,159.0
735,12,17,5,1,3,0,1,79,127.26,179.0
736,3,31,3,1,6,4,0,100,94.99,70.0
737,3,4,4,1,1,24,0,100,136.06,70.0
738,3,21,6,5,3,25,0,93,74.51,70.0
739,2,27,5,2,6,1,1,100,103.6,125.0
740,6,9,3,1,3,0,1,100,96.16,119.0
741,1,16,6,9,5,61,0,99,83.51,76.5
742,12,23,4,4,7,39,3,70,88.56,113.54
743,8,9,1,3,2,5,0,95,79.81,65.0
744,6,12,6,1,5,103,1,86,84.34,85.0
745,9,7,2,1,3,24,0,100,88.23,70.0
746,9,12,6,1,3,1,1,89,84.75,85.0
747,2,6,6,1,3,0,0,100,104.88,95.0
748,8,22,6,4,3,25,0,82,81.36,70.0
749,10,7,4,1,5,4,0,100,171.94,70.0
750,10,20,3,1,3,0,1,96,81.19,85.0
751,9,16,4,2,7,0,0,100,122.23,179.0
752,4,24,6,1,2,0,1,85,95.1,131.45
753,5,21,4,2,3,1,1,100,105.12,110.0
754,5,25,2,1,3,4,0,100,88.4,70.0
755,3,4,3,1,3,1,1,96,81.32,95.0
756,7,14,3,3,6,1,1,100,107.72,124.0
757,3,6,6,5,6,3,0,83,80.13,70.0
758,7,13,2,1,3,0,0,100,104.96,175.0
759,9,12,0,5,2,25,0,100,85.45,70.0
760,11,9,2,2,3,1,1,100,89.3,115.0
761,3,24,3,1,1,104,3,99,83.38,104.0
762,1,27,3,1,3,64,1,99,87.29,98.8
763,6,30,3,2,2,20,1,100,91.59,91.36
764,12,26,0,1,2,48,1,99,82.32,97.47
765,4,8,4,2,5,0,0,100,136.23,65.0
766,12,4,6,2,6,64,3,95,105.3,118.28
767,7,21,3,1,1,20,1,100,94.72,83.85
768,12,1,3,1,2,78,1,100,104.94,100.5
769,3,8,1,1,3,25,0,100,94.95,70.0
770,3,24,3,1,2,78,1,99,83.38,74.25
771,8,12,4,1,2,58,3,99,109.71,130.0
772,6,30,3,1,2,3,0,100,91.59,70.0
773,4,25,0,1,6,72,1,86,84.11,118.86
774,9,16,4,1,5,24,0,100,122.23,70.0
775,10,28,4,2,3,78,1,95,168.05,179.25
776,2,20,6,5,2,14,0,92,107.71,70.0
777,2,23,1,1,3,1,1,99,85.17,95.0
778,8,29,0,4,3,4,0,93,81.64,70.0
779,1,4,1,2,7,64,3,91,75.58,98.8
780,12,16,4,1,3,0,3,100,149.38,209.0
781,7,6,2,1,2,0,1,100,109.12,109.0
782,7,1,4,1,3,68,1,100,124.75,60.0
783,4,28,3,1,7,0,1,100,98.14,134.0
784,5,3,1,1,6,56,1,98,86.08,88.27
785,12,31,5,1,7,0,0,87,98.9,109.0
786,2,21,0,4,3,25,0,100,104.04,70.0
787,12,9,4,1,3,64,1,89,103.1,94.05
788,6,5,6,1,2,58,1,88,91.36,128.8
789,2,11,4,1,7,1,1,100,119.76,120.0
790,10,22,5,1,3,43,1,100,136.45,198.55
791,4,27,2,1,3,3,0,100,85.68,70.0
792,3,20,5,1,3,1,0,99,103.79,100.0
793,11,26,5,1,6,106,1,97,109.18,113.05
794,7,14,3,1,3,0,0,100,107.72,175.0
795,9,10,5,1,6,78,1,100,103.01,100.5
796,4,8,4,2,2,27,1,100,136.23,113.0
797,12,1,3,1,3,104,1,100,104.94,134.0
798,8,22,0,1,2,5,0,96,84.63,65.0
799,9,30,4,3,2,0,1,100,142.96,174.0
800,6,30,3,1,3,58,1,100,91.59,112.8
801,5,27,4,1,2,104,1,100,115.71,139.0
802,10,19,2,1,1,58,1,100,81.86,124.0
803,11,26,5,1,6,55,1,97,109.18,127.4
804,4,27,2,1,6,64,1,100,85.68,108.3
805,11,21,0,7,1,41,1,100,86.91,98.1
806,2,21,0,1,2,0,0,100,104.04,99.0
807,4,14,3,1,2,41,1,100,87.7,107.1
808,5,14,5,1,2,0,1,100,125.86,169.0
809,4,20,2,1,6,24,0,100,82.77,70.0
810,7,8,4,1,3,0,1,100,150.47,149.0
811,9,4,6,1,2,0,1,83,109.24,80.0
812,9,9,4,1,6,9,1,100,99.83,115.91
813,9,16,4,1,2,106,0,100,122.23,116.1
814,1,8,5,1,2,58,3,100,108.21,140.6
815,4,1,4,2,2,78,3,100,126.56,126.75
816,9,25,6,2,2,68,1,95,81.05,40.0
817,3,11,4,2,6,53,1,100,165.51,167.54
818,11,14,0,1,6,64,1,71,81.7,116.02
819,9,23,4,1,2,9,1,100,147.46,111.59
820,7,17,6,1,3,0,0,95,98.81,115.0
821,2,13,5,2,2,1,1,100,107.83,110.0
822,12,29,3,2,7,41,1,91,79.54,98.1
823,7,4,0,1,2,0,4,64,101.11,99.0
824,12,29,3,1,3,64,3,91,79.54,74.4
825,3,25,4,1,3,43,1,100,149.51,246.05
826,7,20,2,1,3,0,1,100,96.5,139.0
827,7,16,5,1,3,56,1,100,130.04,92.64
828,12,6,1,2,2,37,1,84,80.0,82.21
829,10,27,3,1,2,5,1,96,90.77,65.0
830,3,9,2,5,2,1,1,100,93.82,119.0
831,2,23,2,1,3,24,0,100,96.56,70.0
832,7,25,0,1,1,106,0,99,88.52,109.0
833,3,27,6,1,2,9,1,63,79.46,71.4
834,10,29,5,4,7,104,1,100,173.64,159.0
835,5,22,5,2,3,4,0,100,109.17,70.0
836,12,30,3,1,2,0,1,90,89.96,70.0
837,3,27,6,5,2,25,0,63,79.46,70.0
838,1,2,6,1,1,64,1,88,79.73,84.55
839,1,19,2,1,3,24,0,96,77.41,70.0
840,11,12,5,1,2,45,1,100,120.07,161.1
841,7,25,0,1,2,25,0,99,88.52,70.0
842,10,28,4,2,3,84,1,95,168.05,181.64
843,9,6,1,10,2,3,0,100,32.56,70.0
844,8,19,4,1,3,24,0,100,101.48,70.0
845,7,21,3,1,3,72,1,100,94.72,113.52
846,2,11,4,1,6,1,1,100,119.76,125.0
847,7,21,3,11,3,24,0,100,94.72,70.0
848,4,2,5,1,3,4,0,100,126.59,70.0
849,10,23,6,2,2,84,3,90,86.64,86.64
850,5,28,5,1,2,15,0,100,121.25,65.0
851,5,7,5,1,3,24,0,100,125.34,70.0
852,3,12,5,1,2,67,1,100,149.7,179.1
853,3,20,6,5,3,19,0,91,83.91,70.0
854,5,31,1,1,2,5,0,78,88.02,65.0
855,4,26,0,1,2,5,1,77,64.77,65.0
856,6,8,2,2,7,64,1,100,92.36,127.3
857,6,25,5,1,3,0,1,100,127.55,129.0
858,7,22,4,2,3,52,0,100,127.61,152.1
859,11,18,4,2,3,72,3,99,129.02,139.92
860,2,22,1,1,3,0,1,100,99.05,139.0
861,12,2,4,1,4,103,1,66,99.37,85.0
862,5,9,0,1,2,0,4,89,80.74,119.0
863,1,7,4,1,7,58,1,86,108.62,157.55
864,10,30,6,1,2,0,1,66,78.72,90.0
865,9,17,5,1,3,0,4,100,127.71,159.0
866,3,25,3,2,7,1,1,100,83.34,100.0
867,3,20,6,1,3,28,1,91,83.91,67.5
868,1,9,6,5,2,25,0,61,76.0,70.0
869,5,1,6,5,2,25,0,76,79.59,70.0
870,1,28,4,2,3,68,0,100,121.52,40.0
871,12,27,1,1,2,49,1,99,89.3,86.18
872,4,26,0,1,3,103,1,77,64.77,85.0
873,1,28,4,1,6,1,1,100,121.52,139.0
874,1,27,3,1,2,0,1,99,87.29,114.0
875,8,23,1,4,6,106,1,98,82.48,102.6
876,7,9,5,1,2,0,0,100,157.86,139.0
877,10,10,0,11,5,0,0,100,82.35,119.0
878,5,12,3,1,1,78,3,100,84.13,86.63
879,9,22,2,1,1,5,1,99,84.33,65.0
880,2,4,4,1,3,78,3,100,111.79,111.75
881,10,16,6,5,3,3,0,79,74.03,70.0
882,12,10,5,1,2,24,0,99,148.0,70.0
883,10,28,4,2,5,0,0,95,168.05,259.0
884,7,19,0,4,3,5,0,100,81.74,65.0
885,2,13,5,2,1,1,1,100,107.83,110.0
886,9,25,6,3,3,1,0,95,81.05,70.0
887,11,30,1,3,2,24,4,89,76.12,70.0
888,1,29,5,1,5,4,0,100,122.01,70.0
889,9,14,1,1,3,3,0,99,80.94,70.0
890,9,2,4,1,7,15,1,100,127.68,108.0
891,2,27,5,2,3,1,1,100,103.6,115.0
892,3,24,3,1,1,58,1,99,83.38,109.0
893,6,24,4,1,0,0,1,100,128.01,199.0
894,1,23,5,1,7,1,1,100,100.21,115.0
895,9,9,4,1,2,64,1,100,99.83,125.13
896,10,25,1,1,2,24,0,100,96.23,70.0
897,7,25,0,3,5,64,3,99,88.52,127.3
898,4,9,5,1,2,20,1,100,125.3,93.6
899,12,15,2,1,2,4,0,100,78.52,70.0
900,10,17,0,1,2,107,1,99,84.11,91.2
901,6,13,6,1,3,25,0,92,80.97,70.0
902,3,15,1,1,3,68,1,93,77.62,40.0
903,12,5,0,1,3,64,1,100,100.87,111.51
904,6,25,5,1,6,104,1,100,127.55,199.0
905,6,22,2,1,2,24,0,100,93.57,70.0
906,12,21,1,1,2,5,0,99,76.58,65.0
907,8,8,0,1,3,58,3,94,80.51,99.0
908,3,23,2,1,3,0,1,90,85.39,104.0
909,7,30,5,1,3,24,0,100,150.52,70.0
910,3,31,3,3,3,1,1,100,94.99,129.0
911,8,31,2,1,2,21,1,95,79.46,64.35
912,4,16,5,1,2,43,1,100,113.29,113.05
913,5,20,4,1,2,0,3,100,125.44,149.0
914,11,27,6,2,3,93,1,62,79.51,61.41
915,11,4,4,2,3,81,1,93,115.84,119.2
916,2,14,0,1,5,0,1,91,83.93,134.0
917,11,5,5,1,3,48,1,96,112.5,143.5
918,2,9,2,1,2,18,1,83,77.53,75.26
919,10,19,2,1,3,78,1,100,81.86,85.5
920,8,4,3,4,3,1,1,100,94.15,99.0
921,12,5,6,1,7,1,1,95,99.33,129.0
922,7,27,2,1,6,24,0,98,90.77,70.0
923,12,29,3,1,2,0,1,91,79.54,90.0
924,2,15,1,1,3,64,0,97,95.44,90.2
925,9,14,2,1,2,5,0,100,82.88,65.0
926,7,14,3,2,6,78,3,100,107.72,93.0
927,6,29,2,2,7,0,3,100,88.57,122.0
928,7,4,0,1,2,0,1,64,101.11,99.0
929,10,6,3,1,3,5,1,100,84.63,65.0
930,1,22,5,4,2,4,0,100,120.28,70.0
931,4,1,4,2,3,64,1,100,126.56,183.33
932,6,9,3,1,7,20,1,100,96.16,87.1
933,7,2,5,1,2,56,1,99,124.14,108.21
934,12,22,3,1,3,107,1,75,80.09,79.2
935,10,28,4,1,3,24,0,95,168.05,70.0
936,10,1,5,1,3,0,1,100,140.19,149.0
937,12,21,2,1,3,106,4,84,85.9,80.75
938,2,8,1,1,3,0,4,88,76.98,85.0
939,8,12,4,1,3,106,1,99,109.71,108.0
940,1,13,3,1,2,28,1,98,91.08,67.5
941,4,16,5,1,2,0,1,100,113.29,119.0
942,3,6,6,1,7,0,1,83,80.13,116.55
943,9,13,1,2,6,55,1,100,82.33,81.01
944,2,14,6,1,3,1,1,97,101.47,115.0
945,3,28,0,4,3,21,1,93,80.61,65.33
946,9,29,2,2,2,4,0,91,86.14,70.0
947,1,15,5,1,6,4,0,100,111.28,70.0
948,1,16,6,1,3,104,1,99,83.51,117.7
949,12,26,0,1,3,0,1,99,82.32,80.0
950,9,10,4,1,3,1,1,100,114.73,120.0
951,12,29,2,1,3,20,1,90,78.69,55.25
952,3,9,2,1,6,9,1,100,93.82,104.16
953,2,13,6,5,2,1,0,82,83.81,70.0
954,2,25,4,3,3,1,1,100,123.82,150.0
955,7,1,3,4,5,103,0,94,88.21,85.0
956,2,12,4,1,3,1,1,95,104.41,105.0
957,3,20,6,5,2,3,0,91,83.91,70.0
958,2,15,1,1,6,15,0,97,95.44,89.1
959,3,20,6,1,3,58,1,91,83.91,90.0
960,12,10,5,1,1,45,1,99,148.0,134.1
961,7,29,4,2,3,52,1,100,144.11,152.1
962,2,14,6,1,3,1,1,97,101.47,115.0
963,9,27,1,1,2,103,3,100,83.68,85.0
964,4,27,2,1,3,64,3,100,85.68,108.3
965,9,21,2,1,2,0,4,100,83.31,114.0
966,8,17,2,1,3,49,1,100,83.25,82.99
967,9,24,4,1,1,1,1,100,120.42,129.0
968,11,10,3,1,2,18,1,96,90.7,81.75
969,4,2,5,1,6,64,0,100,126.59,139.68
970,8,3,2,1,2,78,3,95,95.08,96.75
971,7,2,5,1,6,0,0,99,124.14,129.0
972,11,24,3,1,5,21,1,62,93.22,74.1
973,1,8,5,1,5,0,1,100,108.21,161.75
974,5,11,2,1,4,20,1,100,76.22,67.6
975,1,16,6,1,3,0,0,99,83.51,103.25
976,10,9,6,1,5,41,1,100,79.53,107.1
977,6,16,3,1,3,106,1,100,93.95,107.1
978,8,5,4,2,3,0,1,100,119.15,156.95
979,5,27,4,1,2,58,1,100,115.71,149.0
980,11,19,4,2,3,1,1,99,121.0,125.0
981,7,31,6,1,2,78,0,90,81.33,81.75
982,3,18,4,2,3,1,1,98,141.58,139.0
983,9,11,6,5,3,25,0,94,79.22,70.0
984,6,1,2,1,2,0,1,92,91.31,82.55
985,10,1,5,1,3,68,1,100,140.19,40.0
986,3,12,4,1,3,103,0,100,95.76,85.0
987,3,3,3,1,2,0,4,93,86.11,90.0
988,12,31,4,1,7,103,0,81,105.58,85.0
989,7,9,5,1,2,24,0,100,157.86,70.0
990,11,27,6,1,3,28,1,62,79.51,63.75
991,8,19,4,1,3,24,0,100,101.48,70.0
992,3,15,1,1,3,20,1,93,77.62,58.5
993,11,2,2,1,5,64,1,97,84.95,106.02
994,12,13,0,1,2,5,0,88,75.87,65.0
995,7,3,6,1,3,0,1,94,90.1,95.0
996,8,22,6,5,2,3,0,82,81.36,70.0
997,7,1,4,3,6,58,3,100,124.75,159.0
998,2,5,5,1,3,0,1,100,112.22,149.0
999,2,28,6,1,2,25,0,88,97.95,70.0
1000,12,26,0,1,3,9,1,99,82.32,79.8
1001,7,16,5,1,3,64,1,100,130.04,125.13
1002,6,15,2,1,2,0,3,100,91.07,97.45
1003,5,18,2,1,2,78,0,100,85.9,63.75
1004,9,9,3,1,2,1,1,99,88.2,110.0
1005,5,6,4,1,1,24,0,100,135.53,70.0
1006,3,5,5,1,2,58,1,100,132.36,169.0
1007,3,1,0,1,2,3,0,99,92.14,70.0
1008,12,1,2,1,2,24,0,99,78.89,70.0
1009,6,5,6,1,1,64,1,88,91.36,94.05
1010,3,6,6,5,3,3,0,83,80.13,70.0
1011,6,13,0,2,3,24,0,100,93.27,70.0
1012,6,20,0,1,6,52,1,100,91.59,120.6
1013,1,25,1,1,6,103,1,93,75.62,85.0
1014,8,30,1,1,3,64,1,98,82.25,117.8
1015,10,18,0,2,2,103,1,94,75.93,85.0
1016,11,26,5,1,5,21,1,97,109.18,103.35
1017,3,4,4,2,2,1,1,100,136.06,110.0
1018,12,17,5,1,3,58,3,79,127.26,179.0
1019,4,11,0,1,2,0,4,88,82.45,105.0
1020,8,5,4,1,2,72,1,100,119.15,129.45
1021,3,22,1,1,3,64,1,99,86.83,85.5
1022,12,31,5,1,3,58,1,87,98.9,134.0
1023,6,17,4,1,5,24,0,100,152.05,70.0
1024,1,13,3,3,3,1,1,98,91.08,125.0
1025,11,13,6,5,2,3,0,62,76.89,70.0
1026,3,16,2,1,6,64,1,97,85.57,94.05
1027,9,27,0,1,4,24,0,97,78.24,70.0
1028,4,15,4,3,3,0,1,100,105.14,119.0
1029,6,9,3,3,3,1,1,100,96.16,125.0
1030,8,1,0,1,3,0,1,81,85.57,99.0
1031,12,4,6,1,7,25,0,95,105.3,70.0
1032,12,16,4,2,5,90,3,100,149.38,152.1
1033,12,16,4,2,3,1,0,100,149.38,132.86
1034,12,12,0,1,2,0,4,85,84.8,114.0
1035,7,18,0,1,3,9,1,100,85.2,75.6
1036,1,24,0,4,3,49,1,85,74.37,71.18
1037,3,25,4,2,3,58,1,100,149.51,199.0
1038,5,15,6,1,5,0,1,96,84.2,90.0
1039,8,30,1,0,6,0,0,98,82.25,95.0
1040,12,14,1,1,6,24,0,90,77.0,70.0
1041,10,10,0,1,2,10,1,100,82.35,87.77
1042,10,14,4,1,3,0,1,100,132.17,109.0
1043,7,18,0,2,7,24,0,100,85.2,70.0
1044,3,11,4,1,2,103,1,100,165.51,85.0
1045,4,18,0,1,5,0,0,99,89.35,127.75
1046,7,22,4,1,2,64,0,100,127.61,163.93
1047,5,30,0,1,3,45,1,54,87.38,108.44
1048,8,23,1,1,2,4,0,98,82.48,70.0
1049,7,14,3,3,2,1,1,100,107.72,109.0
1050,3,11,4,1,2,3,1,100,165.51,70.0
1051,5,16,0,1,3,64,1,99,81.26,103.55
1052,5,5,3,1,1,58,1,99,89.27,129.0
1053,5,13,4,1,3,78,1,100,115.42,111.75
1054,7,1,4,2,7,0,1,100,124.75,100.0
1055,10,5,2,1,6,56,1,100,78.53,97.19
1056,11,21,0,1,6,5,0,100,86.91,65.0
1057,9,26,0,5,3,1,0,100,83.7,70.0
1058,5,6,4,1,2,25,0,100,135.53,70.0
1059,5,14,5,6,2,25,0,100,125.86,70.0
1060,8,16,1,1,1,72,0,100,84.0,91.52
1061,1,24,6,4,2,25,0,64,75.65,70.0
1062,2,12,5,1,2,1,1,100,119.43,139.0
1063,2,18,4,1,2,24,0,100,126.25,70.0
1064,10,21,4,1,2,18,0,100,115.9,104.25
1065,8,28,6,2,2,0,1,88,79.88,90.0
1066,9,29,2,2,3,25,0,91,86.14,70.0
1067,9,4,6,1,6,0,1,83,109.24,90.0
