,Month,Days,DayOfWeek,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
9527,1,21,4,2,2,64,3,91,89.82,96.03
9528,2,17,3,4,3,1,1,100,116.42,125.0
9529,6,25,5,1,3,72,3,100,127.55,158.72
9530,6,15,2,1,2,0,1,100,91.07,129.0
9531,2,4,4,1,1,0,1,100,111.79,85.0
9532,7,24,6,4,6,0,3,97,89.21,134.0
9533,10,2,6,1,5,0,0,100,81.67,114.0
9534,11,24,2,1,3,103,1,78,80.23,85.0
9535,8,5,4,1,3,64,1,100,119.15,173.63
9536,12,5,0,1,3,1,1,100,100.87,115.0
9537,12,30,3,1,2,68,1,90,89.96,40.0
9538,6,30,3,1,7,106,1,100,91.59,114.17
9539,5,10,1,2,2,24,0,100,79.87,70.0
9540,10,16,6,4,2,25,0,79,74.03,70.0
9541,10,18,0,2,2,24,1,94,75.93,70.0
9542,5,28,5,1,2,64,1,100,121.25,134.83
9543,9,16,4,1,2,0,1,100,122.23,129.0
9544,4,1,4,2,3,1,1,100,126.56,149.0
9545,1,14,3,3,3,1,1,100,85.45,105.0
9546,10,9,5,1,3,1,1,100,131.89,109.0
9547,1,8,5,1,2,0,1,100,108.21,151.65
9548,7,5,1,3,3,0,0,93,93.76,70.0
9549,10,28,4,1,2,58,1,95,168.05,99.0
9550,8,1,0,3,3,64,1,81,85.57,94.05
9551,5,27,4,2,7,55,1,100,115.71,148.81
9552,10,16,6,1,5,55,1,79,74.03,97.47
9553,6,3,4,3,4,64,3,100,153.43,190.12
9554,9,7,2,1,7,78,1,100,88.23,89.25
9555,7,24,6,5,2,25,0,97,89.21,70.0
9556,8,13,4,2,3,1,1,98,97.8,115.0
9557,9,1,3,1,4,58,1,100,85.45,90.0
9558,10,2,6,5,3,25,0,100,81.67,70.0
9559,5,13,4,2,3,72,1,100,115.42,131.12
9560,4,25,0,2,6,64,0,86,84.11,104.22
9561,11,3,3,1,3,0,1,90,84.74,99.0
9562,6,18,5,1,3,0,1,100,137.31,199.0
9563,9,10,4,1,2,1,1,100,114.73,110.0
9564,1,18,1,1,5,48,1,98,76.0,89.35
9565,6,14,1,1,2,5,0,100,91.65,65.0
9566,11,12,5,1,5,1,1,100,120.07,115.0
9567,12,11,6,4,2,3,0,63,80.07,70.0
9568,4,18,0,2,3,106,0,99,89.35,110.43
9569,11,29,1,1,5,78,1,74,81.3,74.25
9570,11,14,0,1,1,64,3,71,81.7,101.37
9571,6,8,2,2,3,55,1,100,92.36,101.75
9572,1,29,5,1,3,58,0,100,122.01,119.0
9573,12,5,0,1,3,72,3,100,100.87,127.3
9574,6,25,5,1,3,0,1,100,127.55,159.0
9575,9,3,4,2,2,1,1,100,103.53,110.0
9576,3,10,3,2,7,48,1,100,104.51,157.04
9577,7,10,6,5,2,0,0,97,102.02,175.0
9578,10,18,1,2,2,21,1,100,83.18,74.1
9579,10,10,0,1,3,10,0,100,82.35,87.77
9580,8,5,4,1,3,24,0,100,119.15,70.0
9581,11,27,6,1,2,75,0,62,79.51,96.9
9582,12,6,1,4,2,97,1,84,80.0,76.61
9583,3,6,6,5,2,25,0,83,80.13,70.0
9584,12,12,0,2,2,89,1,85,84.8,75.51
9585,7,16,5,1,6,0,1,100,130.04,188.1
9586,8,3,2,1,3,0,4,95,95.08,99.0
9587,12,21,1,1,2,103,1,99,76.58,85.0
9588,2,24,3,1,2,5,0,100,98.85,65.0
9589,5,9,0,1,6,103,1,89,80.74,85.0
9590,5,16,0,1,6,0,1,99,81.26,124.0
9591,6,20,0,2,3,104,1,100,91.59,108.35
9592,2,28,6,5,5,3,0,88,97.95,70.0
9593,10,8,5,1,3,25,0,100,170.76,70.0
9594,11,17,3,1,2,0,1,90,85.09,100.0
9595,3,11,4,2,3,0,1,100,165.51,209.0
9596,8,21,6,6,2,3,0,72,82.68,70.0
9597,6,4,4,2,2,1,0,100,108.22,97.75
9598,5,21,5,1,5,104,1,100,131.73,159.0
9599,11,3,3,1,3,9,1,90,84.74,95.76
9600,10,3,0,2,2,32,1,100,84.11,84.36
9601,10,18,1,1,6,64,1,100,83.18,108.3
9602,8,19,4,1,3,58,0,100,101.48,99.0
9603,4,10,5,1,3,103,0,99,109.36,85.0
9604,9,14,2,1,2,24,0,100,82.88,70.0
9605,11,23,2,3,3,81,1,61,84.42,91.2
9606,10,18,1,1,0,104,1,100,83.18,114.0
9607,12,9,4,1,2,9,1,89,103.1,77.85
9608,9,10,5,1,2,64,0,100,103.01,99.0
9609,5,8,6,1,3,56,1,77,80.35,79.8
9610,12,9,4,1,3,9,1,89,103.1,107.26
9611,1,9,6,5,6,25,0,61,76.0,70.0
9612,12,5,0,1,6,64,3,100,100.87,129.27
9613,12,19,6,4,2,25,0,70,70.85,70.0
9614,5,7,5,1,2,0,1,100,125.34,159.0
9615,12,25,6,1,5,103,0,94,83.73,85.0
9616,12,11,6,1,3,58,3,63,80.07,114.0
9617,8,14,6,5,2,25,0,100,83.17,70.0
9618,8,28,6,1,2,0,4,88,79.88,99.0
9619,7,8,4,1,5,72,3,100,150.47,148.72
9620,2,3,3,1,2,5,4,100,94.55,65.0
9621,7,2,4,2,2,1,0,100,118.25,115.0
9622,8,15,0,3,2,58,0,100,84.22,114.0
9623,12,22,3,1,2,78,1,75,80.09,71.25
9624,12,6,0,2,2,24,0,100,98.82,70.0
9625,12,1,3,5,2,24,0,100,104.94,70.0
9626,2,11,3,2,2,1,1,98,90.3,100.0
9627,1,7,4,1,2,18,0,86,108.62,74.25
9628,5,1,6,1,3,0,1,76,79.59,126.2
9629,8,12,4,2,2,5,0,99,109.71,65.0
9630,9,23,4,1,3,5,0,100,147.46,65.0
9631,12,10,5,1,3,64,1,99,148.0,184.3
9632,7,11,0,1,3,24,0,100,109.3,70.0
9633,2,27,6,1,6,24,0,94,112.02,70.0
9634,5,1,6,1,1,64,1,76,79.59,94.05
9635,7,23,5,1,3,4,0,100,131.91,70.0
9636,2,6,5,1,2,1,1,97,103.31,100.0
9637,3,29,1,1,6,58,1,100,82.43,105.0
9638,9,30,4,1,3,1,1,100,142.96,120.0
9639,9,7,2,1,7,21,1,100,88.23,77.35
9640,7,31,6,4,2,3,0,90,81.33,70.0
9641,7,23,5,1,2,72,1,100,131.91,87.12
9642,1,31,0,1,6,103,1,100,78.06,85.0
9643,6,29,2,2,2,0,0,100,88.57,119.65
9644,4,29,4,7,3,3,0,100,150.9,70.0
9645,3,7,0,1,3,45,1,84,79.07,102.89
9646,12,1,3,1,6,1,1,100,104.94,125.0
9647,7,24,5,1,2,1,1,100,115.6,100.0
9648,8,22,0,1,6,0,1,96,84.63,95.0
9649,9,2,4,1,3,5,1,100,127.68,65.0
9650,7,24,6,5,2,25,0,97,89.21,70.0
9651,1,27,3,1,2,24,0,99,87.29,70.0
9652,9,2,3,1,2,5,0,100,83.26,65.0
9653,1,23,5,1,3,1,1,100,100.21,110.0
9654,7,20,2,1,2,0,0,100,96.5,139.0
9655,6,16,3,1,3,64,1,100,93.95,113.05
9656,12,19,0,4,3,15,0,77,86.44,99.0
9657,12,29,2,1,6,0,1,90,78.69,95.0
9658,7,18,6,5,3,1,1,88,81.84,89.0
9659,1,17,0,2,3,9,0,94,77.55,71.4
9660,1,13,3,3,3,0,1,98,91.08,85.0
9661,7,1,4,1,3,20,1,100,124.75,109.85
9662,6,30,2,1,5,24,0,95,80.98,70.0
9663,6,17,4,2,3,68,3,100,152.05,40.0
9664,12,10,5,0,3,0,0,99,148.0,109.0
9665,2,15,1,5,3,1,1,97,95.44,130.0
9666,6,1,2,1,3,18,1,92,91.31,78.0
9667,1,11,1,3,6,64,0,96,76.55,84.55
9668,10,21,4,1,3,0,0,100,115.9,179.0
9669,12,24,5,3,3,0,1,76,89.42,85.0
9670,4,16,5,1,5,0,1,100,113.29,109.0
9671,5,2,0,4,3,0,1,85,81.53,102.2
9672,1,9,6,5,6,3,0,61,76.0,70.0
9673,8,18,3,3,2,0,1,100,86.65,109.0
9674,3,17,3,3,3,45,1,100,86.91,98.8
9675,2,7,6,5,2,25,0,60,72.4,70.0
9676,9,7,2,1,3,21,1,100,88.23,74.1
9677,8,23,1,1,3,21,1,98,82.48,80.6
9678,4,13,2,1,7,0,1,100,84.24,114.0
9679,2,20,6,3,6,1,1,92,107.71,125.0
9680,5,28,4,2,2,1,1,99,102.85,120.0
9681,4,3,6,1,6,58,1,68,75.22,80.0
9682,12,11,6,1,2,0,1,63,80.07,90.0
9683,5,31,0,1,2,25,1,83,73.58,70.0
9684,10,8,5,1,5,64,0,100,170.76,222.13
9685,7,1,3,2,5,103,1,94,88.21,85.0
9686,4,22,4,1,1,58,3,100,145.64,149.0
9687,2,22,0,4,4,3,0,100,99.08,70.0
9688,8,19,4,1,1,70,1,100,101.48,84.15
9689,4,10,6,1,1,102,1,70,81.29,98.6
9690,10,24,0,1,7,103,1,100,96.98,85.0
9691,11,11,4,1,2,107,1,100,137.21,127.2
9692,7,26,1,1,1,20,1,100,88.87,77.35
9693,8,21,6,5,2,25,0,72,82.68,70.0
9694,9,11,6,1,3,0,1,94,79.22,80.0
9695,4,25,0,1,2,24,1,86,84.11,70.0
9696,4,2,4,2,2,1,1,99,100.24,80.0
9697,11,20,6,1,2,21,0,81,84.56,70.85
9698,2,12,5,1,2,0,0,100,119.43,154.0
9699,7,9,5,1,5,41,0,100,157.86,134.1
9700,10,22,5,2,7,84,1,100,136.45,128.44
9701,2,19,4,2,3,1,1,99,103.64,115.0
9702,1,26,1,1,2,5,0,72,74.82,65.0
9703,3,24,3,1,3,28,1,99,83.38,74.25
9704,6,18,5,1,2,64,0,100,137.31,193.33
9705,11,27,5,1,6,103,1,89,86.2,85.0
9706,12,27,1,2,0,0,1,99,89.3,104.0
9707,3,5,5,1,5,0,1,100,132.36,179.0
9708,2,5,5,1,3,1,1,100,112.22,115.0
9709,11,26,5,1,3,9,1,97,109.18,85.64
9710,12,5,0,1,3,24,0,100,100.87,70.0
9711,9,5,0,1,3,56,1,81,80.09,94.27
9712,7,4,0,1,3,3,0,64,101.11,70.0
9713,7,6,2,1,3,24,0,100,109.12,70.0
9714,8,30,1,1,2,24,0,98,82.25,70.0
9715,7,14,3,1,3,4,0,100,107.72,70.0
9716,7,24,6,1,1,104,3,97,89.21,99.0
9717,11,20,6,1,5,64,0,81,84.56,101.37
9718,6,28,1,1,3,24,0,96,83.29,70.0
9719,1,19,2,1,3,9,1,96,77.41,71.4
9720,9,7,2,1,5,21,1,100,88.23,77.35
9721,4,5,1,4,7,72,0,100,83.82,104.72
9722,10,31,0,4,3,97,0,81,76.61,81.4
9723,2,27,5,2,7,1,1,100,103.6,125.0
9724,10,17,0,1,3,0,1,99,84.11,85.0
9725,6,6,0,1,3,5,0,100,86.44,65.0
9726,3,8,1,1,1,58,1,100,94.95,130.95
9727,5,14,5,1,2,0,0,100,125.86,169.0
9728,1,22,5,1,3,1,1,100,120.28,125.0
9729,10,28,4,3,2,64,3,95,168.05,193.03
9730,11,11,3,1,6,103,1,92,78.54,85.0
9731,11,7,6,6,2,3,0,53,75.74,70.0
9732,12,5,6,2,3,1,1,95,99.33,105.0
9733,1,29,5,1,3,41,1,100,122.01,107.1
9734,4,8,4,1,3,104,0,100,136.23,159.0
9735,6,2,3,2,7,55,1,99,103.86,114.57
9736,3,10,3,1,3,1,0,100,104.51,99.0
9737,6,19,6,1,6,58,0,90,84.33,90.0
9738,6,15,2,1,3,107,1,100,91.07,95.2
9739,11,20,6,1,6,72,0,81,84.56,85.5
9740,2,7,0,4,2,64,1,94,82.99,108.63
9741,3,4,4,2,1,1,1,100,136.06,120.0
9742,7,4,0,1,3,3,0,64,101.11,70.0
9743,7,7,3,1,3,0,0,99,122.27,175.0
9744,3,10,3,2,5,64,1,100,104.51,136.8
9745,3,22,1,2,5,61,1,99,86.83,105.4
9746,10,27,3,1,2,5,0,96,90.77,65.0
9747,11,16,2,1,4,0,1,91,84.23,114.0
9748,11,16,2,1,3,5,0,91,84.23,65.0
9749,12,16,4,1,3,64,1,100,149.38,198.55
9750,11,25,4,2,2,56,1,85,109.72,116.0
9751,11,4,4,2,6,21,1,93,115.84,116.35
9752,10,11,1,2,2,61,0,99,90.13,96.9
9753,8,4,3,1,3,24,0,100,94.15,70.0
9754,8,20,5,1,6,106,1,100,100.31,143.1
9755,9,26,0,1,1,21,1,100,83.7,74.1
9756,6,13,0,2,7,64,0,100,93.27,113.05
9757,3,1,1,1,2,0,1,97,81.35,94.0
9758,9,10,4,1,2,1,1,100,114.73,110.0
9759,9,15,3,1,3,78,1,100,87.29,89.25
9760,10,16,6,1,0,21,1,79,74.03,74.1
9761,9,12,0,1,2,41,1,100,85.45,102.6
9762,5,16,0,1,6,106,1,99,81.26,81.0
9763,2,23,2,2,1,103,1,100,96.56,85.0
9764,5,25,2,1,6,58,0,100,88.4,104.0
9765,5,13,4,3,2,21,0,100,115.42,88.18
9766,3,11,4,2,2,0,1,100,165.51,189.0
9767,4,17,6,2,2,0,0,82,80.24,114.85
9768,9,3,5,1,2,58,3,100,132.69,129.0
9769,3,1,0,1,3,1,1,99,92.14,100.0
9770,10,7,4,2,2,50,1,100,171.94,179.1
9771,6,4,5,1,2,0,3,100,164.1,206.0
9772,4,10,5,1,2,103,0,99,109.36,85.0
9773,3,31,3,3,3,1,1,100,94.99,129.0
9774,3,27,6,1,3,0,1,63,79.46,80.0
9775,1,10,0,1,2,15,0,82,72.59,72.0
9776,9,9,3,2,6,1,1,99,88.2,110.0
9777,1,11,1,1,5,9,1,96,76.55,75.6
9778,2,21,0,1,6,1,1,100,104.04,110.0
9779,7,23,5,1,5,0,1,100,131.91,105.0
9780,8,14,6,5,2,25,0,100,83.17,70.0
9781,9,10,4,1,3,1,1,100,114.73,120.0
9782,12,22,3,1,2,0,1,75,80.09,95.0
9783,8,30,1,1,0,104,1,98,82.25,121.8
9784,8,29,0,1,5,103,1,93,81.64,85.0
9785,9,29,3,1,2,72,1,100,88.65,100.32
9786,4,18,6,5,3,25,0,80,75.18,70.0
9787,4,15,4,2,5,0,1,100,105.14,134.0
9788,7,1,4,1,3,24,0,100,124.75,70.0
9789,8,16,0,1,2,5,0,100,79.18,65.0
9790,9,10,5,1,2,104,3,100,103.01,155.45
9791,3,2,2,1,1,20,1,99,84.76,67.6
9792,11,14,0,1,2,24,0,71,81.7,70.0
9793,2,22,0,4,3,25,0,100,99.08,70.0
9794,6,20,0,3,6,0,1,100,91.59,120.4
9795,6,20,0,1,6,25,0,100,91.59,70.0
9796,6,10,4,1,3,106,1,100,128.93,143.1
9797,9,9,3,2,3,1,1,99,88.2,110.0
9798,3,27,6,1,0,0,3,63,79.46,85.0
9799,9,23,4,2,3,58,3,100,147.46,229.0
9800,5,13,4,1,7,64,3,100,115.42,168.78
9801,3,31,2,2,3,24,0,99,79.21,70.0
9802,10,23,5,1,2,1,1,100,118.05,100.0
9803,10,21,4,1,5,24,0,100,115.9,70.0
9804,12,7,2,1,6,64,1,80,80.65,92.07
9805,11,2,2,1,3,24,0,97,84.95,70.0
9806,11,27,6,2,2,0,1,62,79.51,95.0
9807,3,13,6,1,6,64,0,90,87.62,113.05
9808,5,21,5,1,2,3,0,100,131.73,70.0
9809,10,1,4,1,3,8,0,100,127.27,85.0
9810,11,25,4,1,2,64,3,85,109.72,144.53
9811,5,16,0,4,2,64,1,99,81.26,113.05
9812,6,3,4,1,2,0,1,100,153.43,129.0
9813,1,11,1,1,2,64,1,96,76.55,85.5
9814,2,28,0,1,2,5,0,87,78.75,65.0
9815,4,25,6,5,6,3,0,90,85.87,70.0
9816,7,30,4,1,2,1,0,100,114.16,105.0
9817,1,16,6,1,5,0,0,99,83.51,118.25
9818,7,20,2,1,1,58,3,100,96.5,149.0
9819,4,26,1,1,2,0,4,100,85.74,105.0
9820,1,11,1,1,3,0,4,96,76.55,90.0
9821,9,2,4,2,2,0,1,100,127.68,129.0
9822,12,26,0,1,0,9,1,99,82.32,79.8
9823,7,21,3,1,3,0,1,100,94.72,129.0
9824,9,17,5,1,6,9,3,100,127.71,163.49
9825,8,11,3,3,2,0,0,99,85.41,139.0
9826,3,15,1,1,3,20,1,93,77.62,64.35
9827,5,18,2,1,3,0,4,100,85.9,109.0
9828,9,9,4,1,3,106,1,100,99.83,117.59
9829,12,3,5,1,2,64,1,99,133.03,160.55
9830,12,1,3,1,3,58,1,100,104.94,134.0
9831,7,12,1,1,3,9,1,100,109.76,75.6
9832,9,17,5,1,2,24,0,100,127.71,70.0
9833,9,15,3,1,2,72,1,100,87.29,113.52
9834,2,7,0,1,6,64,1,94,82.99,99.13
9835,10,9,6,1,3,0,0,100,79.53,95.0
9836,2,2,2,1,3,49,1,97,74.85,71.02
9837,5,15,6,1,3,0,0,96,84.2,85.0
9838,12,2,4,2,5,91,1,66,99.37,120.14
9839,11,15,0,4,2,4,0,67,70.11,70.0
9840,5,31,1,1,3,0,4,78,88.02,104.0
9841,7,1,4,2,6,41,1,100,124.75,143.1
9842,12,1,3,1,5,1,1,100,104.94,109.0
9843,4,27,2,1,2,5,0,100,85.68,65.0
9844,5,8,6,2,3,21,1,77,80.35,64.6
9845,7,6,2,1,2,0,4,100,109.12,129.0
9846,9,5,0,2,3,0,1,81,80.09,80.0
9847,4,16,5,1,4,64,0,100,113.29,134.83
9848,10,1,5,1,3,5,0,100,140.19,65.0
9849,1,22,5,1,3,1,1,100,120.28,125.0
9850,10,21,4,1,3,1,1,100,115.9,129.0
9851,3,29,1,1,6,0,1,100,82.43,90.0
9852,9,27,1,1,7,64,3,100,83.68,122.55
9853,5,21,5,1,3,64,0,100,131.73,164.53
9854,1,10,6,5,3,14,0,62,75.31,70.0
9855,10,16,6,4,3,25,0,79,74.03,70.0
9856,10,9,5,6,2,3,0,100,131.89,70.0
9857,6,24,4,1,2,71,1,100,128.01,113.0
9858,1,12,2,2,2,0,1,94,78.84,109.0
9859,5,17,1,1,2,0,1,100,83.55,80.0
9860,5,2,0,1,3,49,1,85,81.53,86.3
9861,6,18,5,1,3,9,1,100,137.31,111.59
9862,1,7,4,1,3,0,1,86,108.62,85.0
9863,7,25,0,1,3,78,1,99,88.52,89.25
9864,3,25,4,1,2,48,0,100,149.51,229.45
9865,5,19,3,1,7,64,1,100,92.96,122.55
9866,6,3,4,2,3,50,0,100,153.43,176.4
9867,2,17,2,1,5,103,1,84,71.18,85.0
9868,9,13,0,1,4,4,0,90,81.04,70.0
9869,7,22,4,1,0,64,0,100,127.61,154.23
9870,10,13,3,1,5,103,1,100,84.35,85.0
9871,8,27,4,2,2,1,1,100,106.66,109.0
9872,6,9,3,1,7,55,1,100,96.16,114.57
9873,2,8,1,1,6,35,1,88,76.98,130.7
9874,5,2,6,4,3,25,0,84,75.99,70.0
9875,9,2,4,2,3,21,1,100,127.68,90.35
9876,4,10,6,1,2,64,0,70,81.29,90.25
9877,11,13,5,1,3,1,1,100,112.26,105.0
9878,5,25,2,1,3,0,0,100,88.4,99.0
9879,9,10,5,1,5,58,1,100,103.01,119.0
9880,5,28,5,2,7,72,1,100,121.25,148.72
9881,12,20,1,2,3,37,1,76,88.01,82.21
9882,3,14,0,1,0,64,1,85,77.05,103.55
9883,1,16,6,2,1,9,1,99,83.51,110.25
9884,12,30,3,2,2,106,0,90,89.96,107.1
9885,8,3,2,1,6,64,1,95,95.08,136.8
9886,8,6,5,1,3,24,0,100,117.92,70.0
9887,12,25,6,1,0,58,3,94,83.73,100.95
9888,12,5,6,1,6,1,1,95,99.33,129.0
9889,7,1,4,1,2,0,1,100,124.75,139.0
9890,4,17,6,1,5,103,0,82,80.24,85.0
9891,1,18,1,1,7,106,1,98,76.0,104.0
9892,1,12,2,1,6,0,1,94,78.84,114.0
9893,8,14,6,1,6,64,0,100,83.17,85.5
9894,9,19,0,1,7,21,0,85,82.95,77.35
9895,12,1,3,1,3,24,0,100,104.94,70.0
9896,12,3,5,1,3,58,1,99,133.03,149.0
9897,5,8,6,6,3,3,0,77,80.35,70.0
9898,7,3,6,1,3,9,3,94,90.1,78.96
9899,12,16,4,2,5,15,0,100,149.38,65.0
9900,9,16,4,1,5,24,1,100,122.23,70.0
9901,10,27,3,1,3,42,1,96,90.77,113.9
9902,2,24,3,1,6,0,1,100,98.85,120.3
9903,1,24,6,2,2,25,0,64,75.65,70.0
9904,7,18,0,1,6,3,0,100,85.2,70.0
9905,11,11,4,2,2,0,1,100,137.21,179.0
9906,7,12,1,1,3,3,0,100,109.76,70.0
9907,9,4,6,1,2,0,1,83,109.24,114.0
9908,7,3,6,1,3,43,1,94,90.1,89.3
9909,10,21,4,1,3,0,0,100,115.9,179.0
9910,2,20,6,5,3,3,0,92,107.71,70.0
9911,4,18,0,1,7,33,1,99,89.35,115.35
9912,3,11,4,2,3,0,1,100,165.51,199.0
9913,7,7,3,1,3,0,0,99,122.27,175.0
9914,2,8,0,4,3,3,4,63,67.2,70.0
9915,2,3,3,1,2,0,1,100,94.55,112.8
9916,10,3,0,1,6,0,4,100,84.11,124.0
9917,6,24,4,1,3,5,3,100,128.01,65.0
9918,10,11,1,0,3,0,0,99,90.13,85.0
9919,7,20,2,1,3,1,0,100,96.5,101.15
9920,3,25,4,1,5,104,3,100,149.51,269.0
9921,9,28,1,1,2,103,1,100,82.48,85.0
9922,9,26,0,1,2,5,0,100,83.7,65.0
9923,6,5,6,1,4,20,1,88,91.36,61.75
9924,2,15,0,1,3,1,1,93,69.71,105.0
9925,11,25,4,1,5,55,1,85,109.72,144.5
9926,9,25,6,3,6,56,1,95,81.05,89.96
9927,10,9,6,1,2,58,1,100,79.53,95.0
9928,6,1,2,1,3,64,1,92,91.31,98.8
9929,11,10,3,1,6,64,1,96,90.7,92.07
9930,12,25,6,2,2,90,3,94,83.73,84.28
9931,10,18,1,1,5,64,1,100,83.18,113.05
9932,1,7,4,1,2,58,1,86,108.62,104.0
9933,2,12,4,1,6,1,1,95,104.41,125.0
9934,8,29,6,5,3,25,0,88,89.59,70.0
9935,8,29,0,1,2,0,1,93,81.64,114.0
9936,11,27,6,1,5,64,1,62,79.51,88.35
9937,10,22,4,2,6,1,1,100,108.14,120.0
9938,4,17,6,1,5,64,1,82,80.24,112.91
9939,4,22,3,1,3,5,0,100,79.69,65.0
9940,2,12,5,2,3,64,1,100,119.43,159.08
9941,8,3,1,1,6,1,0,95,89.79,115.0
9942,10,5,2,1,2,24,0,100,78.53,70.0
9943,1,9,6,1,6,0,1,61,76.0,100.0
9944,11,21,0,2,3,0,0,100,86.91,103.45
9945,7,17,6,11,3,15,0,95,98.81,95.0
9946,6,13,0,1,2,3,0,100,93.27,70.0
9947,6,9,3,1,6,64,3,100,96.16,127.3
9948,9,26,0,4,2,1,0,100,83.7,70.0
9949,9,21,2,1,3,21,1,100,83.31,74.1
9950,4,21,3,1,3,24,0,100,96.94,70.0
9951,8,20,5,1,5,106,1,100,100.31,108.18
9952,8,27,5,1,2,58,3,100,117.33,139.0
9953,8,11,3,1,2,0,1,99,85.41,109.0
9954,2,22,1,2,2,71,0,100,99.05,118.15
9955,12,26,6,5,2,17,0,90,74.23,70.0
9956,8,20,5,1,3,21,1,100,100.31,64.35
9957,8,7,6,5,6,3,0,92,87.99,70.0
9958,3,28,0,1,2,0,4,93,80.61,99.0
9959,3,13,6,1,3,9,1,90,87.62,95.93
9960,6,6,0,1,3,1,0,100,86.44,101.15
9961,2,21,6,2,3,1,0,100,105.86,125.0
9962,7,5,1,1,7,33,1,93,93.76,111.5
9963,11,21,0,1,7,58,1,100,86.91,109.0
9964,9,16,4,2,3,15,0,100,122.23,119.0
9965,8,17,2,2,7,0,1,100,83.25,104.0
9966,2,7,0,1,3,33,1,94,82.99,101.5
9967,12,23,4,2,6,94,1,70,88.56,101.15
9968,12,13,1,1,3,64,0,78,81.45,92.07
9969,12,13,1,1,3,28,3,78,81.45,74.25
9970,7,14,3,2,6,78,3,100,107.72,93.0
9971,5,5,3,1,2,0,1,99,89.27,119.0
9972,5,18,2,1,3,9,1,100,85.9,107.23
9973,5,20,4,1,4,0,1,100,125.44,169.0
9974,2,12,4,1,1,1,1,95,104.41,105.0
9975,2,8,1,1,6,61,1,88,76.98,76.63
9976,8,19,4,1,2,0,1,100,101.48,95.0
9977,5,31,0,5,4,25,0,83,73.58,70.0
9978,3,17,3,6,3,24,0,100,86.91,70.0
9979,5,5,2,22,2,24,0,100,88.75,70.0
9980,4,8,4,2,6,25,0,100,136.23,70.0
9981,3,25,4,1,5,25,0,100,149.51,70.0
9982,4,9,5,1,3,20,0,100,125.3,83.85
9983,12,31,4,1,3,0,1,81,105.58,85.0
9984,11,8,1,1,2,106,1,98,81.23,94.05
9985,6,28,1,1,3,28,1,96,83.29,67.5
9986,2,24,3,1,7,0,1,100,98.85,129.0
9987,12,23,3,1,5,103,1,73,76.78,85.0
9988,5,31,0,5,3,25,0,83,73.58,70.0
9989,5,21,4,2,2,1,1,100,105.12,100.0
9990,10,3,0,4,3,97,1,100,84.11,81.4
9991,9,15,3,1,2,24,0,100,87.29,70.0
9992,10,13,3,1,5,0,1,100,84.35,129.0
9993,4,24,6,5,6,3,1,85,95.1,70.0
9994,10,23,6,5,3,4,0,90,86.64,70.0
9995,3,25,3,1,3,1,1,100,83.34,85.0
9996,11,10,3,1,3,5,0,96,90.7,65.0
9997,6,20,0,4,2,58,3,100,91.59,84.65
9998,5,7,5,1,6,18,1,100,125.34,100.5
9999,7,16,5,1,3,9,1,100,130.04,111.59
10000,8,6,5,1,3,106,0,100,117.92,116.1
10001,4,16,5,1,0,104,3,100,113.29,149.0
10002,1,18,0,1,2,5,0,68,73.09,65.0
10003,7,31,6,1,2,59,3,90,81.33,116.1
10004,5,6,4,1,3,0,1,100,135.53,99.0
10005,7,24,6,1,7,106,1,97,89.21,117.1
10006,9,5,0,5,2,3,0,81,80.09,70.0
10007,1,19,2,2,3,1,1,96,77.41,115.0
10008,11,4,4,1,5,0,1,93,115.84,109.0
10009,10,1,4,1,3,5,0,100,127.27,65.0
10010,2,20,6,5,2,26,0,92,107.71,70.0
10011,6,14,1,3,2,55,1,100,91.65,110.3
10012,12,6,0,1,3,3,0,100,98.82,70.0
10013,9,24,4,1,5,1,1,100,120.42,129.0
10014,9,16,4,1,2,0,1,100,122.23,109.0
10015,4,15,4,2,3,21,1,100,105.14,96.85
10016,9,20,1,1,2,24,0,99,82.56,70.0
10017,3,11,4,2,6,50,1,100,165.51,188.1
10018,11,27,6,1,3,9,1,62,79.51,75.6
10019,11,14,0,1,7,58,1,71,81.7,114.0
10020,7,29,4,1,2,41,1,100,144.11,143.1
10021,7,12,1,1,2,45,1,100,109.76,103.55
10022,8,29,0,1,2,0,1,93,81.64,114.0
10023,5,23,6,5,3,14,0,85,77.1,70.0
10024,6,19,6,6,2,3,0,90,84.33,70.0
10025,9,3,5,1,2,0,1,100,132.69,65.0
10026,9,2,4,1,3,9,1,100,127.68,120.24
10027,2,23,1,1,7,3,0,99,85.17,70.0
10028,5,5,2,2,2,1,0,100,88.75,105.0
10029,8,29,6,20,2,25,0,88,89.59,70.0
10030,12,22,3,1,3,9,1,75,80.09,91.56
10031,4,21,3,1,3,3,1,100,96.94,70.0
10032,12,28,1,4,5,28,1,87,76.94,71.25
10033,5,25,1,1,3,24,0,100,81.05,70.0
10034,2,23,1,2,2,1,1,99,85.17,105.0
10035,2,26,5,1,3,10,1,100,128.02,137.82
10036,11,19,4,2,3,1,1,99,121.0,125.0
10037,5,20,4,1,2,24,0,100,125.44,70.0
10038,2,27,6,1,0,64,3,94,112.02,98.43
10039,4,14,3,1,2,103,1,100,87.7,85.0
10040,11,4,4,3,2,24,1,93,115.84,70.0
10041,4,24,5,1,6,1,1,99,120.24,130.0
10042,6,19,6,4,2,25,0,90,84.33,70.0
