,Year,Month,Days,DayOfWeek,IsWeekend,IsHoliday,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
21833,2022,11,26,5,1,0,1,2,0,1,97,109.18,109.0
21834,2022,4,16,5,1,0,1,6,55,0,100,113.29,138.81
21835,2022,6,11,5,1,0,1,2,41,3,100,130.83,125.1
21836,2022,12,1,3,0,0,6,2,24,0,100,104.94,70.0
21837,2022,10,6,3,0,0,3,6,55,1,100,84.63,101.75
21838,2022,12,12,0,0,0,2,2,0,1,85,84.8,114.0
21839,2022,1,15,5,1,0,2,6,0,1,100,111.28,139.0
21840,2022,6,24,4,0,0,4,3,5,0,100,128.01,65.0
21841,2022,7,20,2,0,0,1,3,1,0,100,96.5,101.15
21842,2022,7,16,5,1,0,1,3,0,1,100,130.04,119.0
21843,2022,4,17,6,1,0,5,2,25,0,82,80.24,70.0
21844,2021,2,25,3,0,0,1,3,1,1,99,84.13,100.0
21845,2022,2,13,6,1,0,1,5,103,0,82,83.81,85.0
21846,2022,11,1,1,0,0,1,5,78,1,99,86.5,74.25
21847,2022,8,12,4,0,0,2,3,21,0,99,109.71,96.85
21848,2022,5,1,6,1,0,5,3,26,0,76,79.59,70.0
21849,2022,9,7,2,0,0,1,3,5,0,100,88.23,65.0
21850,2022,9,12,0,0,0,1,2,0,1,100,85.45,102.0
21851,2022,7,4,0,0,0,4,2,0,0,64,101.11,70.0
21852,2022,4,10,6,1,0,1,0,58,0,70,81.29,95.0
21853,2022,7,10,6,1,0,1,2,0,0,97,102.02,175.0
21854,2022,2,4,4,0,0,2,2,106,3,100,111.79,123.98
21855,2022,8,25,3,0,0,5,3,50,3,99,81.73,107.1
21856,2022,12,29,3,0,0,4,3,87,1,91,79.54,68.0
21857,2022,7,17,6,1,0,1,2,5,0,95,98.81,65.0
21858,2022,9,9,4,0,0,2,3,18,3,100,99.83,101.03
21859,2022,3,18,4,0,0,1,2,1,1,98,141.58,140.0
21860,2022,10,8,5,1,0,1,2,64,1,100,170.76,183.33
21861,2021,1,10,6,1,0,5,2,3,0,62,75.31,70.0
21862,2022,4,4,0,0,0,1,5,9,1,99,81.87,95.76
21863,2022,7,29,4,0,0,1,2,9,1,100,144.11,83.16
21864,2022,11,26,5,1,0,1,0,0,1,97,109.18,109.0
21865,2022,9,12,0,0,0,1,7,21,1,100,85.45,74.1
21866,2022,6,25,5,1,0,1,2,43,1,100,127.55,170.05
21867,2021,7,11,6,1,0,5,6,3,0,89,76.41,70.0
21868,2022,10,18,1,0,0,1,3,21,1,100,83.18,74.1
21869,2022,8,12,4,0,0,1,2,71,3,99,109.71,113.0
21870,2021,9,3,4,0,0,2,1,1,1,100,103.53,115.0
21871,2022,3,28,0,0,0,1,3,58,1,93,80.61,104.0
21872,2022,10,3,0,0,0,1,5,0,4,100,84.11,65.0
21873,2022,4,4,0,0,0,1,1,67,1,99,81.87,93.6
21874,2021,2,6,5,1,0,1,3,1,1,97,103.31,120.0
21875,2022,1,17,0,0,0,1,1,49,1,94,77.55,76.49
21876,2022,2,3,3,0,0,1,3,64,1,100,94.55,103.74
21877,2022,8,18,3,0,0,1,2,24,0,100,86.65,70.0
21878,2022,11,1,1,0,0,1,3,5,0,99,86.5,65.0
21879,2022,10,12,2,0,0,1,3,0,0,100,76.95,124.0
21880,2021,3,7,6,1,0,5,3,14,0,79,69.76,70.0
21881,2022,6,19,6,1,0,1,3,9,1,90,84.33,75.6
21882,2022,6,5,6,1,0,5,3,32,0,88,91.36,84.69
21883,2022,5,27,4,0,0,1,1,106,3,100,115.71,143.1
21884,2022,2,15,1,0,0,1,3,24,0,97,95.44,70.0
21885,2022,2,13,6,1,0,1,3,20,0,82,83.81,61.75
21886,2022,1,5,2,0,0,1,6,9,1,82,73.67,89.88
21887,2022,1,20,3,0,0,3,1,18,1,100,89.22,81.75
21888,2022,7,5,1,0,0,2,5,0,0,93,93.76,129.0
21889,2022,3,30,2,0,0,1,6,0,0,100,84.31,119.0
21890,2022,5,10,1,0,0,1,2,106,4,100,79.87,98.1
21891,2022,1,17,0,0,0,1,2,64,3,94,77.55,98.8
21892,2022,11,5,5,1,0,1,3,0,1,96,112.5,99.0
21893,2022,3,31,3,0,0,3,3,1,1,100,94.99,129.0
21894,2022,8,9,1,0,0,1,3,20,1,95,79.81,74.1
21895,2022,5,27,4,0,0,3,3,68,1,100,115.71,40.0
21896,2021,12,27,0,0,0,1,0,0,3,99,85.63,99.0
21897,2022,12,29,3,0,0,2,6,37,3,91,79.54,94.07
21898,2022,12,3,5,1,0,2,3,1,1,99,133.03,120.0
21899,2022,6,10,4,0,0,1,3,24,0,100,128.93,70.0
21900,2022,7,1,4,0,0,1,3,52,1,100,124.75,125.1
21901,2022,9,5,0,0,0,3,6,5,0,81,80.09,65.0
21902,2022,9,2,4,0,0,2,0,64,3,100,127.68,134.83
21903,2022,8,25,3,0,0,1,7,58,1,99,81.73,95.0
21904,2022,1,28,4,0,0,1,2,4,0,100,121.52,70.0
21905,2021,11,30,1,0,0,1,5,103,0,89,76.12,85.0
21906,2022,7,18,0,0,0,1,5,0,1,100,85.2,109.0
21907,2021,1,30,5,1,0,1,3,1,1,99,99.03,100.0
21908,2022,9,30,4,0,0,2,1,1,1,100,142.96,130.0
21909,2022,12,16,4,0,0,1,2,0,1,100,149.38,149.0
21910,2021,1,23,5,1,0,1,6,1,1,100,100.21,115.0
21911,2022,1,19,2,0,0,2,6,69,0,96,77.41,80.89
21912,2022,1,29,5,1,0,1,3,64,3,100,122.01,173.63
21913,2022,3,12,5,1,0,1,3,3,0,100,149.7,70.0
21914,2022,4,12,1,0,0,3,3,24,0,93,83.93,70.0
21915,2021,4,19,0,0,0,4,2,0,1,96,76.8,95.0
21916,2021,8,3,1,0,0,3,2,24,0,95,89.79,70.0
21917,2022,7,31,6,1,0,1,3,9,0,90,81.33,83.16
21918,2022,9,24,5,1,0,3,7,28,1,100,160.05,186.75
21919,2021,12,30,3,0,0,1,5,24,0,90,89.96,70.0
21920,2022,10,1,5,1,0,2,2,36,1,100,140.19,148.77
21921,2022,6,3,4,0,0,1,3,58,0,100,153.43,189.0
21922,2022,10,5,2,0,0,1,7,24,0,100,78.53,70.0
21923,2021,8,1,6,1,0,5,3,3,0,95,81.73,70.0
21924,2022,5,4,2,0,0,1,7,4,0,100,87.28,70.0
21925,2022,3,15,1,0,0,1,2,64,1,93,77.62,90.25
21926,2022,4,22,4,0,0,3,3,56,1,100,145.64,116.0
21927,2021,12,30,3,0,0,1,3,49,1,90,89.96,86.98
21928,2022,3,27,6,1,0,1,3,58,3,63,79.46,104.0
21929,2022,1,11,1,0,0,1,0,9,1,96,76.55,75.6
21930,2022,3,18,4,0,0,2,3,1,1,98,141.58,139.0
21931,2022,1,16,6,1,0,1,3,24,0,99,83.51,70.0
21932,2022,5,13,4,0,0,2,3,50,3,100,115.42,152.1
21933,2022,6,2,3,0,0,1,3,24,0,99,103.86,70.0
21934,2022,10,26,2,0,0,2,3,1,0,100,99.19,85.0
21935,2021,4,21,2,0,0,2,3,4,0,93,75.92,70.0
21936,2022,12,21,2,0,0,1,2,0,4,84,85.9,90.0
21937,2022,3,2,2,0,0,1,2,0,1,99,84.76,114.0
21938,2022,4,1,4,0,0,2,2,58,3,100,126.56,169.0
21939,2022,5,20,4,0,0,1,3,20,1,100,125.44,96.85
21940,2022,6,1,2,0,0,1,3,18,1,92,91.31,78.0
21941,2022,3,11,4,0,0,2,2,106,0,100,165.51,179.1
21942,2022,5,9,0,0,0,4,3,104,3,89,80.74,95.0
21943,2022,9,13,1,0,0,1,2,24,0,100,82.33,70.0
21944,2022,12,2,4,0,0,1,2,64,1,66,99.37,132.05
21945,2021,3,15,0,0,0,1,6,103,1,92,72.42,85.0
21946,2022,10,31,0,0,0,4,7,38,0,81,76.61,96.09
21947,2022,10,9,6,1,0,5,2,25,0,100,79.53,70.0
21948,2022,12,17,5,1,0,1,2,64,3,79,127.26,170.05
21949,2022,4,17,6,1,0,5,2,3,0,82,80.24,70.0
21950,2021,9,27,0,0,0,1,3,5,0,97,78.24,65.0
21951,2022,5,22,6,1,0,3,2,0,0,80,81.14,90.0
21952,2022,3,10,3,0,0,1,2,18,1,100,104.51,126.75
21953,2022,9,10,5,1,0,1,0,0,1,100,103.01,114.0
21954,2022,4,27,2,0,0,2,2,24,0,100,85.68,70.0
21955,2022,3,29,1,0,0,1,5,20,1,100,82.43,77.35
21956,2022,8,1,0,0,0,1,7,64,1,81,85.57,113.05
21957,2021,8,8,6,1,0,4,3,25,0,87,79.7,70.0
21958,2022,6,19,6,1,0,1,6,0,1,90,84.33,95.0
21959,2022,2,1,1,0,0,1,2,64,1,100,78.92,94.05
21960,2022,1,2,6,1,0,2,0,5,0,88,79.73,65.0
21961,2022,3,8,1,0,0,2,2,4,0,100,94.95,70.0
21962,2022,1,16,6,1,0,5,3,3,0,99,83.51,70.0
21963,2021,2,18,3,0,0,4,2,1,1,86,78.35,115.0
21964,2022,3,16,2,0,0,1,2,5,0,97,85.57,65.0
21965,2022,7,12,1,0,0,1,3,0,0,100,109.76,175.0
21966,2022,1,13,3,0,0,0,3,0,1,98,91.08,109.0
21967,2022,10,24,0,0,0,3,3,1,0,100,96.98,71.53
21968,2022,5,13,4,0,0,2,3,0,3,100,115.42,149.0
21969,2022,4,10,6,1,0,5,2,0,1,70,81.29,99.0
21970,2022,4,16,5,1,0,1,2,71,1,100,113.29,113.0
21971,2021,3,16,1,0,0,1,3,5,4,92,78.64,65.0
21972,2021,7,25,6,1,0,5,3,3,0,92,82.87,70.0
21973,2022,11,14,0,0,0,3,1,37,1,71,81.7,67.19
21974,2021,1,14,3,0,0,3,2,1,1,100,85.45,105.0
21975,2022,11,11,4,0,0,2,4,81,3,100,137.21,151.2
21976,2022,10,17,0,0,0,1,3,0,0,99,84.11,114.0
21977,2022,6,18,5,1,0,1,3,24,0,100,137.31,70.0
21978,2022,2,22,1,0,0,2,3,1,0,100,99.05,118.15
21979,2022,3,8,1,0,0,1,3,55,0,100,94.95,94.39
21980,2022,12,25,6,1,0,2,2,15,0,94,83.73,65.0
21981,2022,10,7,4,0,0,2,5,64,3,100,171.94,231.83
21982,2022,2,15,1,0,0,5,6,1,1,97,95.44,145.0
21983,2022,6,18,5,1,0,1,2,64,0,100,137.31,173.63
21984,2022,2,28,0,0,0,1,3,4,1,87,78.75,70.0
21985,2021,9,12,6,1,0,1,7,1,1,89,84.75,85.0
21986,2021,5,23,6,1,0,5,2,25,0,85,77.1,70.0
21987,2021,12,31,4,0,1,1,2,10,1,81,105.58,107.03
21988,2022,6,25,5,1,0,1,3,56,1,100,127.55,131.57
21989,2022,7,10,6,1,0,4,2,25,0,97,102.02,70.0
21990,2022,8,3,2,0,0,1,6,104,1,95,95.08,144.0
21991,2022,4,22,4,0,0,1,1,52,1,100,145.64,170.1
21992,2022,9,23,4,0,0,2,3,1,1,100,147.46,109.0
21993,2022,10,18,1,0,0,1,1,70,1,100,83.18,72.25
21994,2022,3,30,2,0,0,2,2,72,1,100,84.31,100.32
21995,2022,8,19,4,0,0,1,3,21,0,100,101.48,64.35
21996,2022,2,28,0,0,0,1,4,58,3,87,78.75,129.9
21997,2022,12,30,4,0,0,1,2,0,1,77,92.93,90.0
21998,2022,8,12,4,0,0,1,2,0,1,99,109.71,139.0
21999,2022,12,27,1,0,0,1,3,9,1,99,89.3,87.36
22000,2022,3,7,0,0,0,4,2,25,1,84,79.07,70.0
22001,2022,9,13,1,0,0,1,1,64,3,100,82.33,113.05
22002,2022,6,20,0,0,0,4,3,56,0,100,91.59,89.96
22003,2022,1,12,2,0,0,2,5,64,1,94,78.84,98.8
22004,2022,10,14,4,0,0,1,2,0,1,100,132.17,139.0
22005,2022,5,12,3,0,0,1,2,5,0,100,84.13,65.0
22006,2021,7,23,4,0,0,2,3,1,1,100,118.59,110.0
22007,2022,12,21,2,0,0,1,6,9,1,84,85.9,91.56
22008,2022,1,2,6,1,0,4,2,25,1,88,79.73,70.0
22009,2022,6,24,4,0,0,2,6,41,3,100,128.01,170.1
22010,2022,6,13,0,0,0,3,3,21,1,100,93.27,77.35
22011,2022,6,10,4,0,0,2,3,64,3,100,128.93,144.53
22012,2022,1,30,6,1,0,1,2,58,1,63,76.11,85.0
22013,2022,10,17,0,0,0,1,3,18,1,99,84.11,85.5
22014,2022,1,29,5,1,0,1,2,64,3,100,122.01,134.83
22015,2022,12,11,6,1,0,5,2,25,0,63,80.07,70.0
22016,2022,7,11,0,0,0,4,2,25,0,100,109.3,70.0
22017,2022,11,21,0,0,0,1,5,21,1,100,86.91,74.1
22018,2022,12,25,6,1,0,1,5,78,0,94,83.73,81.75
22019,2021,3,26,4,0,0,2,3,1,1,99,96.27,79.0
22020,2022,7,26,1,0,0,1,2,24,0,100,88.87,70.0
22021,2022,9,12,0,0,0,2,7,56,1,100,85.45,97.79
22022,2022,6,10,4,0,0,1,5,58,3,100,128.93,159.0
22023,2022,3,10,3,0,0,1,0,64,3,100,104.51,103.55
22024,2021,3,1,0,0,0,1,7,1,1,99,92.14,100.0
22025,2022,3,10,3,0,0,1,1,5,0,100,104.51,65.0
22026,2022,10,6,3,0,0,1,5,24,1,100,84.63,70.0
22027,2022,3,9,2,0,0,1,3,0,1,100,93.82,109.0
22028,2022,1,21,4,0,0,1,2,72,1,91,89.82,121.48
22029,2022,6,1,2,0,0,1,6,18,1,92,91.31,78.0
22030,2022,1,30,6,1,0,5,0,102,0,63,76.11,84.15
22031,2022,10,16,6,1,0,1,6,56,0,79,74.03,60.82
22032,2022,8,28,6,1,0,1,5,103,1,88,79.88,85.0
22033,2022,10,12,2,0,0,1,2,0,0,100,76.95,95.0
22034,2022,8,31,2,0,0,3,2,0,4,95,79.46,99.0
22035,2021,2,14,6,1,0,1,3,1,1,97,101.47,115.0
22036,2022,8,10,2,0,0,1,2,58,1,100,79.82,109.0
22037,2022,2,3,3,0,0,1,7,64,1,100,94.55,117.9
22038,2022,7,27,2,0,0,1,1,102,3,98,90.77,101.15
22039,2022,4,14,3,0,0,1,2,5,0,100,87.7,65.0
22040,2021,4,26,0,0,0,1,5,103,0,77,64.77,85.0
22041,2022,10,7,4,0,0,1,5,64,1,100,171.94,193.03
22042,2022,1,22,5,1,0,1,3,3,0,100,120.28,70.0
22043,2022,12,29,3,0,0,1,3,0,4,91,79.54,80.0
22044,2022,3,26,5,1,0,1,2,25,0,100,133.64,70.0
22045,2022,10,23,6,1,0,1,2,9,0,90,86.64,79.8
22046,2022,11,14,0,0,0,1,2,5,0,71,81.7,65.0
22047,2022,6,23,3,0,0,1,3,1,1,100,105.87,134.0
22048,2022,7,28,3,0,0,1,3,58,1,100,93.61,119.0
22049,2022,3,27,6,1,0,1,3,28,1,63,79.46,70.0
22050,2022,10,27,3,0,0,1,6,9,1,96,90.77,141.96
22051,2022,4,1,4,0,0,2,6,64,3,100,126.56,182.07
22052,2022,11,10,3,0,0,1,3,104,3,96,90.7,114.0
22053,2021,5,4,1,0,0,1,7,103,1,95,75.13,85.0
22054,2022,5,10,1,0,0,2,6,106,4,100,79.87,85.5
22055,2022,1,14,4,0,0,5,2,78,3,100,107.54,89.25
22056,2022,5,28,5,1,0,1,7,20,1,100,121.25,109.85
22057,2022,4,30,5,1,0,1,6,25,0,100,156.41,70.0
22058,2022,9,2,4,0,0,1,0,58,3,100,127.68,139.0
22059,2022,1,22,5,1,0,1,3,18,1,100,120.28,112.8
22060,2022,8,20,5,1,0,2,3,0,1,100,100.31,99.0
22061,2022,1,5,2,0,0,1,3,64,3,82,73.67,87.4
22062,2022,10,13,3,0,0,1,3,0,1,100,84.35,90.0
22063,2021,3,24,2,0,0,2,3,4,0,92,75.39,70.0
22064,2022,9,16,4,0,0,1,2,24,0,100,122.23,70.0
22065,2022,9,22,3,0,0,2,3,21,1,99,96.31,113.1
22066,2022,9,29,3,0,0,1,3,9,3,100,88.65,104.16
22067,2022,8,14,6,1,0,5,7,3,0,100,83.17,70.0
22068,2021,11,10,2,0,0,9,2,24,0,100,79.34,70.0
22069,2022,5,24,1,0,0,1,6,106,0,100,86.61,116.64
22070,2021,9,20,0,0,0,1,3,24,0,97,77.94,70.0
22071,2022,5,25,2,0,0,1,6,24,0,100,88.4,70.0
22072,2021,10,9,5,1,0,1,3,1,1,100,131.89,109.0
22073,2021,9,13,0,0,0,4,2,5,1,90,81.04,65.0
22074,2022,9,23,4,0,0,1,2,24,0,100,147.46,70.0
22075,2022,4,30,5,1,0,1,1,58,1,100,156.41,249.0
22076,2022,8,9,1,0,0,1,1,20,1,95,79.81,74.1
22077,2022,7,21,3,0,0,3,2,64,0,100,94.72,122.55
22078,2022,7,15,4,0,0,3,5,9,1,100,135.93,172.14
22079,2022,4,6,2,0,0,1,2,0,0,99,84.45,99.0
22080,2022,11,12,5,1,0,1,4,0,1,100,120.07,139.0
22081,2022,7,18,0,0,0,1,5,64,1,100,85.2,117.8
22082,2022,2,27,6,1,0,5,3,25,0,94,112.02,70.0
22083,2021,2,21,6,1,0,2,2,1,0,100,105.86,110.0
22084,2022,7,13,2,0,0,1,3,0,0,100,104.96,175.0
22085,2022,3,12,5,1,0,1,6,56,1,100,149.7,154.92
22086,2022,4,5,1,0,0,1,2,104,0,100,83.82,114.0
22087,2022,10,23,6,1,0,1,2,21,1,90,86.64,61.75
22088,2022,11,30,2,0,0,1,4,5,1,76,83.06,65.0
22089,2022,8,26,4,0,0,2,3,58,3,100,111.28,149.0
22090,2022,7,29,4,0,0,7,2,25,0,100,144.11,70.0
22091,2022,9,4,6,1,0,2,2,64,3,83,109.24,120.89
22092,2022,9,12,0,0,0,2,3,28,1,100,85.45,85.5
22093,2022,1,2,6,1,0,1,5,103,1,88,79.73,85.0
22094,2022,11,10,3,0,0,1,2,55,1,96,90.7,106.02
22095,2022,2,28,0,0,0,2,2,20,1,87,78.75,55.25
22096,2022,9,12,0,0,0,4,2,3,0,100,85.45,70.0
22097,2022,11,4,4,0,0,1,2,24,0,93,115.84,70.0
22098,2021,8,7,5,1,0,26,5,5,0,100,107.53,65.0
22099,2022,9,28,2,0,0,1,3,24,0,100,90.55,70.0
22100,2022,4,26,1,0,0,1,6,20,1,100,85.74,83.85
22101,2022,3,13,6,1,0,1,2,0,1,90,87.62,95.0
22102,2022,6,17,4,0,0,1,2,24,0,100,152.05,70.0
22103,2022,8,22,0,0,0,3,2,102,1,96,84.63,96.9
22104,2022,6,6,0,0,0,3,6,1,1,100,86.44,129.0
22105,2022,8,1,0,0,0,5,2,3,0,81,85.57,70.0
22106,2022,11,20,6,1,0,1,6,58,0,81,84.56,109.0
22107,2022,7,15,4,0,0,1,3,0,0,100,135.93,175.0
22108,2022,5,7,5,1,0,1,3,1,1,100,125.34,109.0
22109,2022,12,19,0,0,0,1,2,103,1,77,86.44,85.0
22110,2022,4,9,5,1,0,1,3,52,1,100,125.3,143.1
22111,2022,1,31,0,0,0,1,3,0,1,100,78.06,99.0
22112,2021,7,7,2,0,0,4,7,1,1,100,92.29,100.0
22113,2022,10,2,6,1,0,1,2,28,0,100,81.67,85.5
22114,2022,9,9,4,0,0,2,1,58,3,100,99.83,135.7
22115,2022,12,3,5,1,0,1,6,41,1,99,133.03,170.1
22116,2021,2,7,6,1,0,5,3,3,0,60,72.4,70.0
22117,2022,10,27,3,0,0,4,2,104,3,96,90.77,123.8
22118,2021,9,29,2,0,0,3,3,24,0,91,86.14,70.0
22119,2022,4,1,4,0,0,2,6,48,1,100,126.56,183.38
22120,2022,12,3,5,1,0,6,2,3,0,99,133.03,70.0
22121,2022,10,23,6,1,0,1,7,72,0,90,86.64,117.8
22122,2022,8,24,2,0,0,1,2,0,1,98,84.68,114.0
22123,2022,9,25,6,1,0,5,2,1,0,95,81.05,70.0
22124,2022,6,13,0,0,0,1,3,107,0,100,93.27,95.2
22125,2022,5,15,6,1,0,5,3,26,0,96,84.2,70.0
22126,2022,12,30,4,0,0,1,6,0,1,77,92.93,119.0
22127,2022,2,25,4,0,0,3,3,1,1,100,123.82,150.0
22128,2022,5,1,6,1,0,1,3,104,3,76,79.59,108.05
22129,2022,8,7,6,1,0,5,2,25,0,92,87.99,70.0
22130,2022,10,18,1,0,0,1,3,58,1,100,83.18,114.0
22131,2022,4,13,2,0,0,1,2,0,4,100,84.24,85.0
22132,2021,12,27,0,0,0,1,0,0,0,99,85.63,109.0
22133,2022,9,15,3,0,0,1,6,21,1,100,87.29,87.1
22134,2021,12,27,0,0,0,2,2,41,3,99,85.63,89.1
22135,2022,5,10,1,0,0,1,7,0,1,100,79.87,109.0
22136,2021,10,21,3,0,0,1,3,24,0,99,78.39,70.0
22137,2022,9,18,6,1,0,1,2,21,1,76,81.88,74.1
22138,2021,7,19,0,0,0,3,7,0,0,100,81.74,70.0
22139,2022,7,27,2,0,0,1,6,64,3,98,90.77,146.3
22140,2022,6,28,1,0,0,1,7,0,0,96,83.29,105.0
22141,2022,4,1,4,0,0,2,3,0,3,100,126.56,199.0
22142,2022,7,1,4,0,0,2,2,58,3,100,124.75,159.0
22143,2022,12,10,5,1,0,1,2,68,3,99,148.0,40.0
22144,2022,5,16,0,0,0,1,3,5,0,99,81.26,65.0
22145,2022,2,8,1,0,0,1,5,103,1,88,76.98,85.0
22146,2022,6,16,3,0,0,1,3,48,3,100,93.95,107.4
22147,2022,7,14,3,0,0,1,2,4,0,100,107.72,70.0
22148,2022,1,21,4,0,0,1,2,64,1,91,89.82,86.33
22149,2022,10,17,0,0,0,4,3,97,1,99,84.11,81.4
22150,2022,4,28,3,0,0,2,3,41,1,100,98.14,111.29
22151,2022,11,13,6,1,0,1,2,18,1,62,76.89,71.25
22152,2021,1,30,5,1,0,1,3,1,1,99,99.03,100.0
22153,2021,12,13,0,0,0,1,2,4,0,88,75.87,70.0
22154,2022,3,31,3,0,0,3,3,1,1,100,94.99,129.0
22155,2022,10,21,4,0,0,1,3,0,0,100,115.9,179.0
22156,2022,3,13,6,1,0,3,5,0,1,90,87.62,105.0
22157,2022,7,26,1,0,0,2,1,0,3,100,88.87,119.0
22158,2022,5,29,6,1,0,1,3,9,1,74,92.14,87.36
22159,2022,6,10,4,0,0,1,3,58,1,100,128.93,169.0
22160,2021,9,21,1,0,0,1,3,24,0,93,83.11,70.0
22161,2021,7,11,6,1,0,5,2,25,0,89,76.41,70.0
22162,2022,10,15,5,1,0,1,3,58,3,100,135.68,179.0
22163,2022,4,1,4,0,0,3,2,6,0,100,126.56,109.0
22164,2021,8,22,6,1,0,5,2,25,0,82,81.36,70.0
22165,2022,2,20,6,1,0,2,3,1,1,92,107.71,125.0
22166,2022,8,21,6,1,0,5,3,3,0,72,82.68,70.0
22167,2022,12,22,3,0,0,1,3,9,1,75,80.09,75.6
22168,2021,11,17,2,0,0,1,4,24,0,95,80.91,70.0
22169,2021,9,11,5,1,0,2,3,4,0,100,107.78,70.0
22170,2022,5,8,6,1,0,1,2,5,1,77,80.35,65.0
22171,2022,3,23,2,0,0,1,3,4,0,90,85.39,70.0
22172,2022,12,1,3,0,0,1,3,24,0,100,104.94,70.0
22173,2022,3,8,1,0,0,1,3,103,1,100,94.95,85.0
22174,2022,6,12,6,1,0,1,1,9,1,86,84.34,75.6
22175,2022,3,25,4,0,0,2,2,18,0,100,149.51,186.75
22176,2021,5,23,6,1,0,6,5,3,0,85,77.1,70.0
22177,2022,9,28,2,0,0,1,2,0,1,100,90.55,134.0
22178,2022,6,30,3,0,0,2,3,21,1,100,91.59,91.73
22179,2022,9,10,5,1,0,1,3,9,1,100,103.01,98.61
22180,2022,9,26,0,0,0,1,7,0,1,100,83.7,114.0
22181,2022,6,8,2,0,0,1,3,32,1,100,92.36,88.06
22182,2021,10,2,5,1,0,3,3,4,0,100,128.14,70.0
22183,2022,9,23,4,0,0,1,3,58,1,100,147.46,229.0
22184,2021,1,17,6,1,0,4,7,3,0,88,86.33,70.0
22185,2022,12,28,2,0,0,1,3,9,1,91,82.6,67.2
22186,2022,9,29,3,0,0,1,3,5,0,100,88.65,65.0
22187,2022,3,20,6,1,0,1,2,0,1,91,83.91,85.0
22188,2022,9,25,6,1,0,5,5,1,0,95,81.05,70.0
22189,2022,6,6,0,0,0,1,6,24,0,100,86.44,70.0
22190,2022,5,27,4,0,0,1,1,52,1,100,115.71,134.1
22191,2022,5,8,6,1,0,5,3,25,0,77,80.35,70.0
22192,2022,7,26,1,0,0,1,2,24,0,100,88.87,70.0
22193,2021,6,1,1,0,0,1,2,5,4,98,80.56,65.0
22194,2022,10,24,0,0,0,1,2,102,3,100,96.98,113.9
22195,2021,12,28,1,0,0,1,5,0,1,87,76.94,95.0
22196,2022,3,31,3,0,0,3,3,1,1,100,94.99,129.0
22197,2022,10,1,5,1,0,1,3,0,1,100,140.19,149.0
22198,2022,11,22,1,0,0,2,7,37,3,80,84.32,90.12
22199,2022,10,29,5,1,0,1,2,58,1,100,173.64,159.0
22200,2022,8,22,0,0,0,0,0,64,1,96,84.63,98.8
22201,2022,11,28,0,0,0,2,0,68,3,65,82.16,40.0
22202,2022,8,18,3,0,0,1,2,24,0,100,86.65,70.0
22203,2021,8,8,6,1,0,5,1,3,0,87,79.7,70.0
22204,2022,11,6,6,1,0,2,1,21,0,60,78.54,74.1
22205,2022,4,20,2,0,0,1,3,20,1,100,82.77,67.6
22206,2022,12,4,6,1,0,5,2,25,0,95,105.3,70.0
22207,2021,2,27,5,1,0,2,3,1,1,100,103.6,115.0
22208,2022,11,3,3,0,0,1,2,24,1,90,84.74,70.0
22209,2021,5,6,3,0,0,1,2,4,0,100,90.17,70.0
22210,2021,8,29,6,1,0,12,2,3,0,88,89.59,70.0
22211,2022,5,28,5,1,0,1,1,18,1,100,121.25,119.25
22212,2021,11,19,4,0,0,2,3,1,1,99,121.0,0.0
22213,2022,4,24,6,1,0,1,3,106,1,85,95.1,105.35
22214,2022,8,14,6,1,0,1,5,58,1,100,83.17,114.0
22215,2022,1,16,6,1,0,1,3,64,0,99,83.51,111.82
22216,2022,9,26,0,0,0,1,7,0,4,100,83.7,114.0
22217,2022,8,27,5,1,0,9,6,5,0,100,117.33,65.0
22218,2022,5,10,1,0,0,3,0,24,0,100,79.87,70.0
22219,2022,3,14,0,0,0,1,6,78,3,85,77.05,85.5
22220,2022,8,6,5,1,0,1,3,0,1,100,117.92,157.95
22221,2022,1,30,6,1,0,1,3,58,1,63,76.11,89.0
22222,2022,1,17,0,0,0,1,3,20,1,94,77.55,52.0
22223,2022,2,20,6,1,0,5,2,25,0,92,107.71,70.0
22224,2022,4,12,1,0,0,1,7,103,3,93,83.93,85.0
22225,2022,1,13,3,0,0,3,2,1,1,98,91.08,125.0
22226,2022,11,30,2,0,0,1,3,21,1,76,83.06,58.5
22227,2022,10,16,6,1,0,1,6,55,1,79,74.03,98.24
22228,2021,9,30,3,0,0,1,3,5,1,100,89.6,65.0
22229,2022,12,20,1,0,0,1,2,0,4,76,88.01,104.0
22230,2021,4,6,1,0,0,7,3,25,0,88,76.4,70.0
22231,2021,6,29,1,0,0,1,2,103,1,100,84.29,85.0
22232,2022,8,11,3,0,0,1,3,20,1,99,85.41,72.61
22233,2022,2,1,1,0,0,1,6,0,1,100,78.92,85.0
22234,2022,5,30,0,0,0,1,2,0,1,54,87.38,85.0
22235,2022,10,13,3,0,0,1,3,0,1,100,84.35,90.0
22236,2022,11,5,5,1,0,1,2,106,1,96,112.5,94.05
22237,2022,1,26,2,0,0,1,6,103,1,96,75.92,85.0
22238,2022,8,16,1,0,0,1,3,58,3,100,84.0,119.0
22239,2022,12,4,6,1,0,1,3,64,3,95,105.3,124.62
22240,2022,9,30,4,0,0,2,5,84,1,100,142.96,124.64
22241,2022,6,5,6,1,0,1,7,20,1,88,91.36,74.75
